temperature,humidity,soil_moisture,nitrogen,phosphorus,potassium,soil_pH,crop
23.64802043218523,55.01340662348992,36.503253281481356,25.213347848608496,7.802523882289456,135.8016384661486,6.013561946352715,cotton
25.762142938345846,73.79455039975606,49.7202897422733,22.069106567867927,16.861105062455568,175.09908941778812,7.017749277309183,maize
23.551932139779808,50.85448506657664,23.13606088451499,18.301348351585062,6.669446329591847,141.88063549189093,6.059746192768955,cotton
28.614919424577725,80.87921120367784,86.94623984334767,54.539643442956766,18.794595870342295,190.4423268485071,5.687433218238053,rice
29.33638629773771,70.12139704492107,58.55324184386066,37.86699882914026,10.099864690981136,166.40951694410523,6.109548161205728,maize
33.11348713500519,70.73200656581747,54.96510764978752,27.974501730993207,15.621748946687369,153.64907773361804,6.606636018688209,maize
28.915738555677937,82.74460605805936,79.1419164688703,54.036657320394994,16.08273481272174,219.33222338973,6.225113604546284,rice
29.756271168911578,94.2551394604875,73.87359315252407,36.96797654582478,26.867962086570614,183.51091555663163,6.044944423694417,rice
28.569549095807957,85.83305971629855,74.44987104506524,54.26231816758198,18.671767270628727,168.99431734516017,5.889413516420457,rice
30.263922286252615,84.651929111676,86.52407489294701,41.40516518152744,19.160383856228787,241.32118423768975,5.893229598731303,rice
33.58722484599097,80.50709318515332,83.32794578428854,63.910314030053215,13.548837040755949,167.07392541891562,6.334459574017572,rice
30.52500053739388,78.733864909389,74.53258432656695,62.26730749794464,20.461122584651818,206.07355138815686,6.025565882519326,rice
27.449975411112444,57.06681960673556,42.34835294391301,20.964404206095534,8.724432128504674,142.6387698672243,6.255623572060175,cotton
31.33913596653532,63.80778672404845,61.77395927207672,30.752649214036374,15.307181337718237,157.61457035075733,6.857436928411088,maize
25.26594433242657,76.88050825814928,64.0448199503358,31.78068119213763,13.744840589312325,166.52179143531836,7.178199503020454,maize
25.084561820122644,66.46526443976136,55.437514270000435,32.498997705845994,14.676942670431249,181.24900962455015,6.338626666642769,maize
23.790559538729283,65.45317925378092,58.30520962322181,25.95424689425908,17.82690082658388,198.1249386154866,6.355066525738865,maize
16.380478866898027,68.89159146096932,63.355566025308164,30.012676516830993,10.08970941821087,114.44784108361338,5.799177453263948,potato
21.639296999240347,60.61086236932127,30.04661255910871,15.618497128497737,9.348426598123071,162.46927287182353,6.079264072012738,cotton
24.747115801800383,69.5628358668773,53.345310572617194,27.610920591247407,11.432396112359324,145.03220996942218,6.74631168556476,maize
30.604303425997106,81.76211162209951,74.75096984564912,47.218638343788314,17.324532578490395,204.89492287149832,5.851278277911309,rice
29.470411364676497,68.33593220461009,59.00912084576537,33.29568211643494,15.951392387041984,159.86444214401178,6.86094768075933,maize
29.457685442558354,84.99161920636244,79.06323916604153,52.66868999362404,26.940004510078545,210.21797266101203,6.336735238805476,rice
16.448879359007588,77.8719046227474,65.94745929490527,27.593137801371196,10.733019434341642,133.8905116331789,5.953837326921322,potato
31.715397617282303,75.92307360016287,74.65654815957507,40.590372625990696,20.114371702004764,204.6640526155911,5.940895910613957,rice
31.871690748325964,80.81852368253956,78.12642428510642,53.62996058962693,25.793593163601265,127.71232723683072,5.696616081368784,rice
28.193236537047813,88.66053701651748,69.95770344797295,55.93906081306818,16.709859650362553,216.2150543542828,5.564705162387674,rice
26.045492174426165,69.396469222103,55.52547533916567,28.433724240201286,15.695752880475387,151.97567477013456,6.66768356633305,maize
26.79096006491947,70.7962413805025,59.779308936718614,23.03661550992726,15.90862773198768,174.94098504706704,6.862532930193474,maize
24.212862315024434,65.57114355487778,31.19366360471895,16.132132260550925,10.629427114742688,141.43388437280495,6.313393321642505,cotton
29.09441309853171,85.92912762495068,82.53131465712637,38.472731223109164,16.848942933634525,160.90323424842472,5.959372772683704,rice
29.070074590929348,80.4106030246941,85.35759985249028,53.012504934349266,17.756417975113642,198.75324954002227,6.1902517994043205,rice
31.716393021795504,95.25276403979201,80.52297530137436,55.97654492676652,18.651880781079395,250.0,6.0314766093006265,rice
17.266358847682014,73.7858237742455,74.49453224697929,23.879750078766953,6.397498759588254,136.5880378971643,5.975253301016313,potato
16.29417390254024,63.82446602939089,64.87385893316615,20.253226225333055,10.087355731922885,136.27082838189014,6.228327429079325,potato
20.43320327081959,70.11765765168715,68.0151269590362,25.142375197655,10.465503640974877,129.93184933758343,5.955426082306933,potato
28.18537791561336,77.68757874533331,82.02940788443706,46.97517529084135,22.100370901928265,213.31930470215946,5.5,rice
29.111456400533537,81.96706625610507,73.42090385226373,59.3835138235907,14.24798714121898,177.632713849587,5.5530622997548305,rice
30.80124159859631,61.33476927234408,72.89208907971363,43.16461168708245,7.332436679173269,184.65286114393945,6.0552289387866445,sugarcane
22.446857930959247,70.4139548144881,50.863997783031785,29.797193071576352,12.756923016428395,135.94116594503288,6.809772223246618,maize
18.11195075042954,66.63094865700417,64.77264952899985,21.43453699138573,6.0187701812548395,124.93413618602696,6.015492786711538,potato
34.45644158258922,67.07770941446284,56.01317403403292,23.394988361214175,16.49960076233179,148.99288222524862,6.8861832967653065,maize
14.82730069624576,70.82196300778935,73.82838978277294,21.79260997325767,10.441127242817139,86.36609956870984,5.966775545358738,potato
31.296869460914653,87.69929211962835,76.65282242845367,51.13496994443517,21.52431729314101,199.22052746049727,6.218466225477058,rice
24.814305375351463,61.283923972124306,28.7775476876368,20.40557441606115,8.941086629010588,175.65230613418726,6.29924487729779,cotton
29.94023139045149,57.54143266679441,75.20204223390839,46.82092721022971,6.374051098060805,211.53777338344437,6.4180321150137765,sugarcane
32.469575998687354,83.75966681725995,78.4730410812114,33.542505400118415,18.86455568755483,214.05956658911845,6.100154872590979,rice
